id,prediction
2997,0
2998,0
2999,1
3000,1
3001,1
3002,0
3003,0
3004,0
3005,1
3006,0
3007,0
3008,0
3009,1
3010,0
3011,1
3012,0
3013,1
3014,0
3015,0
3016,0
3017,0
3018,0
3019,0
3020,0
3021,0
3022,0
3023,1
3024,0
3025,0
3026,0
3027,0
3028,0
3029,1
3030,0
3031,0
3032,1
3033,0
3034,1
3035,0
3036,0
3037,0
3038,0
3039,1
3040,0
3041,1
3042,1
3043,0
3044,0
3045,0
3046,0
3047,0
3048,1
3049,0
3050,1
3051,0
3052,1
3053,0
3054,0
3055,1
3056,0
3057,1
3058,0
3059,0
3060,0
3061,0
3062,1
3063,0
3064,0
3065,0
3066,1
3067,0
3068,0
3069,0
3070,1
3071,0
3072,0
3073,0
3074,0
3075,1
3076,0
3077,1
3078,0
3079,0
3080,1
3081,0
3082,0
3083,0
3084,1
3085,1
3086,1
3087,0
3088,0
3089,1
3090,1
3091,0
3092,1
3093,0
3094,0
3095,1
3096,0
3097,0
3098,0
3099,0
3100,0
3101,0
3102,0
3103,0
3104,0
3105,0
3106,0
3107,0
3108,0
3109,0
3110,0
3111,0
3112,0
3113,0
3114,1
3115,0
3116,0
3117,0
3118,1
3119,1
3120,0
3121,1
3122,0
3123,0
3124,1
3125,1
3126,1
3127,0
3128,0
3129,0
3130,0
3131,0
3132,1
3133,0
3134,1
3135,0
3136,1
3137,1
3138,0
3139,0
3140,1
3141,0
3142,0
3143,0
3144,0
3145,1
3146,1
3147,0
3148,1
3149,0
3150,0
3151,1
3152,1
3153,0
3154,1
3155,0
3156,1
3157,1
3158,0
3159,1
3160,0
3161,0
3162,1
3163,1
3164,0
3165,0
3166,0
3167,0
3168,0
3169,1
3170,1
3171,0
3172,0
3173,0
3174,1
3175,1
3176,0
3177,1
3178,0
3179,1
3180,0
3181,0
3182,0
3183,0
3184,1
3185,0
3186,1
3187,0
3188,0
3189,0
3190,1
3191,0
3192,0
3193,0
3194,1
3195,0
3196,0
3197,1
3198,0
3199,0
3200,0
3201,0
3202,0
3203,0
3204,0
3205,0
3206,0
3207,0
3208,0
3209,0
3210,0
3211,0
3212,1
3213,0
3214,1
3215,1
3216,0
3217,1
3218,0
3219,0
3220,0
3221,1
3222,1
3223,0
3224,0
3225,1
3226,1
3227,0
3228,0
3229,0
3230,0
3231,0
3232,0
3233,0
3234,0
3235,0
3236,0
3237,0
3238,1
3239,0
3240,0
3241,1
3242,0
3243,0
3244,0
3245,0
3246,0
3247,0
3248,0
3249,0
3250,0
3251,0
3252,1
3253,0
3254,0
3255,0
3256,0
3257,0
3258,0
3259,0
3260,0
3261,0
3262,0
3263,0
3264,0
3265,1
3266,0
3267,1
3268,0
3269,1
3270,0
3271,0
3272,0
3273,0
3274,1
3275,0
3276,1
3277,1
3278,0
3279,1
3280,0
3281,1
3282,0
3283,0
3284,0
3285,1
3286,0
3287,0
3288,0
3289,0
3290,0
3291,0
3292,1
3293,0
3294,0
3295,0
3296,0
3297,1
3298,1
3299,0
3300,0
3301,0
3302,1
3303,0
3304,0
3305,0
3306,0
3307,1
3308,0
3309,0
3310,1
3311,0
3312,0
3313,0
3314,0
3315,0
3316,0
3317,0
3318,0
3319,0
3320,0
3321,0
3322,0
3323,0
3324,0
3325,0
3326,0
3327,0
3328,1
3329,0
3330,0
3331,0
3332,1
3333,0
3334,1
3335,0
3336,0
3337,0
3338,0
3339,0
3340,1
3341,1
3342,0
3343,1
3344,0
3345,0
3346,0
3347,1
3348,0
3349,1
3350,1
3351,0
3352,0
3353,0
3354,0
3355,0
3356,1
3357,0
3358,0
3359,0
3360,0
3361,0
3362,0
3363,0
3364,1
3365,0
3366,0
3367,0
3368,0
3369,0
3370,0
3371,1
3372,0
3373,0
3374,0
3375,1
3376,0
3377,1
3378,1
3379,0
3380,0
3381,1
3382,1
3383,0
3384,1
3385,1
3386,0
3387,1
3388,1
3389,0
3390,1
3391,1
3392,0
3393,0
3394,0
3395,1
3396,0
3397,1
3398,0
3399,0
3400,1
3401,1
3402,0
3403,1
3404,0
3405,1
3406,0
3407,0
3408,0
3409,1
3410,0
3411,1
3412,1
3413,0
3414,0
3415,0
3416,0
3417,1
3418,1
3419,0
3420,0
3421,1
3422,0
3423,1
3424,0
3425,1
3426,1
3427,1
3428,0
3429,0
3430,1
3431,0
3432,0
3433,1
3434,0
3435,0
3436,1
3437,0
3438,0
3439,0
3440,0
3441,1
3442,1
3443,0
3444,0
3445,1
3446,0
3447,1
3448,0
3449,0
3450,1
3451,1
3452,0
3453,1
3454,0
3455,0
3456,1
3457,0
3458,0
3459,0
3460,1
3461,0
3462,0
3463,1
3464,0
3465,0
3466,1
3467,1
3468,1
3469,1
3470,0
3471,1
3472,0
3473,0
3474,0
3475,0
3476,0
3477,0
3478,0
3479,0
3480,0
3481,0
3482,1
3483,1
3484,1
3485,1
3486,0
3487,0
3488,0
3489,0
3490,1
3491,1
3492,0
3493,1
3494,0
3495,0
3496,0
3497,0
3498,0
3499,0
3500,1
3501,0
3502,0
3503,1
3504,0
3505,0
3506,0
3507,0
3508,0
3509,0
3510,0
3511,1
3512,1
3513,0
3514,0
3515,1
3516,0
3517,1
3518,1
3519,0
3520,0
3521,0
3522,0
3523,0
3524,1
3525,1
3526,0
3527,0
3528,0
3529,0
3530,0
3531,0
3532,0
3533,1
3534,0
3535,0
3536,0
3537,0
3538,0
3539,1
3540,0
3541,1
3542,0
3543,0
3544,0
3545,0
3546,0
3547,0
3548,0
3549,0
3550,0
3551,0
3552,1
3553,0
3554,0
3555,0
3556,0
3557,0
3558,0
3559,1
3560,0
3561,0
3562,1
3563,0
3564,1
3565,1
3566,0
3567,1
3568,0
3569,0
3570,1
3571,0
3572,0
3573,0
3574,1
3575,0
3576,0
3577,0
3578,0
3579,0
3580,0
3581,0
3582,0
3583,1
3584,1
3585,1
3586,0
3587,0
3588,1
3589,1
3590,1
3591,0
3592,0
3593,1
3594,1
3595,0
3596,1
3597,1
3598,0
3599,0
3600,0
3601,0
3602,0
3603,0
3604,0
3605,0
3606,0
3607,0
3608,1
3609,0
3610,1
3611,0
3612,0
3613,0
3614,0
3615,0
3616,1
3617,1
3618,0
3619,0
3620,0
3621,0
3622,0
3623,0
3624,0
3625,1
3626,1
3627,0
3628,0
3629,1
3630,1
3631,1
3632,1
3633,0
3634,1
3635,1
3636,0
3637,0
3638,0
3639,1
3640,1
3641,1
3642,0
3643,0
3644,1
3645,0
3646,0
3647,0
3648,0
3649,1
3650,0
3651,1
3652,0
3653,0
3654,1
3655,0
3656,1
3657,0
3658,0
3659,0
3660,0
3661,0
3662,1
3663,0
3664,0
3665,0
3666,0
3667,0
3668,0
3669,0
3670,0
3671,0
3672,0
3673,1
3674,0
3675,0
3676,1
3677,0
3678,0
3679,0
3680,0
3681,0
3682,0
3683,0
3684,0
3685,0
3686,0
3687,0
3688,0
3689,0
3690,1
3691,0
3692,0
3693,1
3694,1
3695,1
3696,1
3697,0
3698,1
3699,0
3700,1
3701,1
3702,0
3703,0
3704,1
3705,0
3706,0
3707,0
3708,1
3709,0
3710,0
3711,1
3712,1
3713,1
3714,0
3715,0
3716,0
3717,0
3718,0
3719,0
3720,1
3721,1
3722,0
3723,1
3724,0
3725,1
3726,0
3727,1
3728,0
3729,0
3730,0
3731,1
3732,0
3733,0
3734,1
3735,0
3736,0
3737,0
3738,1
3739,0
3740,0
3741,0
3742,0
3743,0
3744,1
3745,0
3746,0
3747,0
3748,0
3749,0
3750,0
3751,0
3752,1
3753,0
3754,0
3755,0
3756,0
3757,1
3758,0
3759,0
3760,0
3761,0
3762,0
3763,0
3764,0
3765,0
3766,1
3767,0
3768,0
3769,0
3770,1
3771,0
3772,0
3773,0
3774,0
3775,0
3776,0
3777,0
3778,0
3779,0
3780,0
3781,0
3782,1
3783,0
3784,0
3785,0
3786,1
3787,0
3788,0
3789,0
3790,1
3791,0
3792,0
3793,0
3794,0
3795,0
3796,1
3797,1
3798,0
3799,1
3800,0
3801,1
3802,0
3803,1
3804,0
3805,0
3806,1
3807,0
3808,1
3809,0
3810,0
3811,0
3812,0
3813,0
3814,0
3815,0
3816,0
3817,0
3818,0
3819,0
3820,0
3821,0
3822,1
3823,0
3824,1
3825,1
3826,0
3827,0
3828,0
3829,0
3830,1
3831,0
3832,0
3833,0
3834,0
3835,0
3836,0
3837,0
3838,1
3839,1
3840,0
3841,0
3842,0
3843,0
3844,0
3845,0
3846,1
3847,0
3848,0
3849,0
3850,1
3851,1
3852,0
3853,0
3854,0
3855,1
3856,1
3857,1
3858,1
3859,0
3860,0
3861,0
3862,0
3863,0
3864,1
3865,0
3866,0
3867,0
3868,0
3869,1
3870,0
3871,0
3872,1
3873,0
3874,0
3875,1
3876,1
3877,1
3878,0
3879,0
3880,0
3881,1
3882,0
3883,0
3884,0
3885,0
3886,0
3887,0
3888,1
3889,0
3890,0
3891,0
3892,0
3893,0
3894,0
3895,0
3896,0
3897,0
3898,0
3899,1
3900,0
3901,1
3902,1
3903,1
3904,0
3905,0
3906,0
3907,0
3908,0
3909,0
3910,0
3911,0
3912,0
3913,0
3914,0
3915,0
3916,0
3917,0
3918,0
3919,0
3920,0
3921,0
3922,0
3923,0
3924,0
3925,1
3926,1
3927,0
3928,0
3929,0
3930,1
3931,1
3932,0
3933,0
3934,0
3935,0
3936,0
3937,0
3938,0
3939,0
3940,0
3941,0
3942,0
3943,0
3944,0
3945,1
3946,0
3947,0
3948,1
3949,0
3950,0
3951,0
3952,0
3953,0
3954,0
3955,0
3956,0
3957,0
3958,1
3959,1
3960,0
3961,1
3962,1
3963,1
3964,0
3965,1
3966,0
3967,0
3968,1
3969,0
3970,0
3971,1
3972,0
3973,0
3974,0
3975,0
3976,0
3977,1
3978,0
3979,0
3980,0
3981,0
3982,1
3983,0
3984,0
3985,0
3986,1
3987,1
3988,1
3989,1
3990,0
3991,0
3992,1
3993,0
3994,0
3995,0
3996,0
3997,0
3998,0
3999,1
4000,1
4001,0
4002,1
4003,0
4004,0
4005,1
4006,0
4007,0
4008,0
4009,0
4010,0
4011,0
4012,0
4013,0
4014,0
4015,0
4016,0
4017,0
4018,0
4019,0
4020,0
4021,1
4022,0
4023,1
4024,0
4025,0
4026,0
4027,0
4028,0
4029,0
4030,0
4031,0
4032,0
4033,1
4034,1
4035,1
4036,1
4037,1
4038,0
4039,0
4040,0
4041,0
4042,0
4043,1
4044,0
4045,1
4046,0
4047,0
4048,0
4049,1
4050,0
4051,0
4052,0
4053,0
4054,0
4055,1
4056,0
4057,0
4058,0
4059,0
4060,1
4061,1
4062,1
4063,0
4064,1
4065,1
4066,1
4067,0
4068,0
4069,0
4070,0
4071,0
4072,1
4073,1
4074,0
4075,1
4076,0
4077,1
4078,0
4079,1
4080,1
4081,0
4082,0
4083,0
4084,1
4085,0
4086,0
4087,0
4088,0
4089,0
4090,1
4091,0
4092,0
4093,0
4094,0
4095,0
4096,0
4097,0
4098,0
4099,0
4100,1
4101,0
4102,0
4103,1
4104,0
4105,0
4106,0
4107,0
4108,1
4109,0
4110,0
4111,0
4112,0
4113,1
4114,0
4115,0
4116,0
4117,1
4118,1
4119,0
4120,0
4121,0
4122,0
4123,0
4124,0
4125,0
4126,1
4127,0
4128,0
4129,0
4130,0
4131,1
4132,1
4133,0
4134,0
4135,0
4136,0
4137,0
4138,0
4139,0
4140,1
4141,0
4142,0
4143,0
4144,0
4145,0
4146,0
4147,0
4148,0
4149,0
4150,0
4151,0
4152,1
4153,1
4154,1
4155,0
4156,1
4157,1
4158,0
4159,1
4160,0
4161,0
4162,0
4163,0
4164,0
4165,0
4166,1
4167,0
4168,1
4169,0
4170,0
4171,0
4172,1
4173,1
4174,1
4175,0
4176,1
4177,1
4178,1
4179,1
4180,0
4181,0
4182,0
4183,1
4184,0
4185,0
4186,1
4187,0
4188,0
4189,0
4190,1
4191,0
4192,0
4193,0
4194,0
4195,0
4196,0
4197,0
4198,0
4199,0
4200,0
4201,1
4202,0
4203,1
4204,0
4205,0
4206,0
4207,0
4208,1
4209,0
4210,0
4211,1
4212,0
4213,0
4214,0
4215,1
4216,0
4217,0
4218,0
4219,0
4220,0
4221,1
4222,0
4223,0
4224,0
4225,1
4226,1
4227,0
4228,0
4229,1
4230,0
4231,0
4232,0
4233,0
4234,0
4235,0
4236,0
4237,1
4238,1
4239,1
4240,1
4241,0
4242,0
4243,0
4244,1
4245,1
4246,0
4247,0
4248,0
4249,0
4250,1
4251,0
4252,0
4253,1
4254,0
4255,0
4256,0
4257,1
4258,1
4259,1
4260,1
4261,0
4262,1
4263,1
4264,0
4265,0
4266,0
4267,0
4268,0
4269,0
4270,0
4271,0
4272,0
4273,0
4274,0
4275,1
4276,0
4277,0
4278,1
4279,0
4280,0
4281,0
4282,0
4283,0
4284,0
4285,0
4286,1
4287,0
4288,0
4289,0
4290,1
4291,0
4292,0
4293,1
4294,0
4295,0
4296,0
4297,0
4298,0
4299,1
4300,0
4301,1
4302,1
4303,0
4304,0
4305,0
4306,0
4307,0
4308,0
4309,0
4310,0
4311,0
4312,0
4313,0
4314,1
4315,0
4316,0
4317,0
4318,1
4319,1
4320,1
4321,0
4322,1
4323,0
4324,1
4325,0
4326,0
4327,0
4328,1
4329,1
4330,0
4331,1
4332,0
4333,0
4334,1
4335,0
4336,0
4337,0
4338,1
4339,0
4340,0
4341,1
4342,1
4343,0
4344,0
4345,0
4346,1
4347,0
4348,1
4349,0
4350,0
4351,1
4352,0
4353,0
4354,0
4355,1
4356,0
4357,1
4358,1
4359,0
4360,1
4361,0
4362,1
4363,1
4364,1
4365,1
4366,1
4367,0
4368,1
4369,0
4370,1
4371,1
4372,0
4373,0
4374,0
4375,0
4376,1
4377,0
4378,0
4379,0
4380,1
4381,1
4382,1
4383,0
4384,0
4385,0
4386,0
4387,0
4388,0
4389,0
4390,1
4391,1
4392,0
4393,0
4394,1
4395,1
4396,0
4397,0
4398,1
4399,0
4400,0
4401,1
4402,1
4403,0
4404,1
4405,1
4406,0
4407,0
4408,0
4409,1
4410,0
4411,0
4412,0
4413,0
4414,0
4415,1
4416,0
4417,0
4418,0
4419,0
4420,0
4421,0
4422,0
4423,0
4424,0
4425,1
4426,1
4427,0
4428,0
4429,0
4430,0
4431,0
4432,1
4433,0
4434,0
4435,0
4436,1
4437,1
4438,0
4439,0
4440,0
4441,0
4442,1
4443,1
4444,0
4445,1
4446,0
4447,1
4448,0
4449,1
4450,0
4451,0
4452,1
4453,0
4454,0
4455,1
4456,1
4457,0
4458,1
4459,0
4460,0
4461,0
4462,1
4463,0
4464,0
4465,0
4466,0
4467,1
4468,1
4469,0
4470,0
4471,0
4472,0
4473,0
4474,0
4475,0
4476,0
4477,0
4478,0
4479,0
4480,0
4481,0
4482,1
4483,0
4484,1
4485,0
4486,1
4487,0
4488,0
4489,0
4490,1
4491,1
4492,0
4493,0
4494,1
4495,1
4496,0
4497,0
4498,0
4499,0
4500,0
4501,0
4502,0
4503,0
4504,0
4505,0
4506,0
4507,0
4508,0
4509,0
4510,0
4511,0
4512,0
4513,0
4514,0
4515,0
4516,0
4517,0
4518,0
4519,1
4520,0
4521,1
4522,0
4523,0
4524,1
4525,1
4526,1
4527,0
4528,0
4529,0
4530,0
4531,1
4532,0
4533,0
4534,1
4535,0
4536,0
4537,0
4538,0
4539,0
4540,1
4541,0
4542,1
4543,0
4544,0
4545,0
4546,0
4547,0
4548,0
4549,0
4550,0
4551,1
4552,0
4553,1
4554,0
4555,0
4556,0
4557,0
4558,0
4559,0
4560,1
4561,1
4562,1
4563,1
4564,0
4565,0
4566,0
4567,0
4568,0
4569,0
4570,0
4571,1
4572,1
4573,0
4574,1
4575,1
4576,1
4577,0
4578,1
4579,0
4580,1
4581,0
4582,0
4583,0
4584,1
4585,0
4586,0
4587,1
4588,0
4589,0
4590,0
4591,0
4592,0
4593,0
4594,0
4595,0
4596,0
4597,0
4598,0
4599,1
4600,0
4601,0
4602,0
4603,0
4604,1
4605,0
4606,0
4607,0
4608,0
4609,0
4610,1
4611,0
4612,1
4613,0
4614,1
4615,0
4616,1
4617,1
4618,0
4619,1
4620,0
4621,1
4622,0
4623,0
4624,1
4625,1
4626,1
4627,0
4628,0
4629,1
4630,0
4631,0
4632,1
4633,0
4634,0
4635,0
4636,0
4637,0
4638,0
4639,0
4640,0
4641,0
4642,0
4643,0
4644,0
4645,0
4646,0
4647,1
4648,1
4649,0
4650,0
4651,0
4652,1
4653,0
4654,0
4655,0
4656,0
4657,0
4658,0
4659,0
4660,1
4661,0
4662,0
4663,0
4664,0
4665,1
4666,0
4667,0
4668,0
4669,0
4670,0
4671,0
4672,0
4673,1
4674,0
4675,0
4676,0
4677,0
4678,0
4679,0
4680,0
4681,0
4682,0
4683,0
4684,0
4685,0
4686,0
4687,0
4688,0
4689,0
4690,1
4691,0
4692,1
4693,0
4694,1
4695,1
4696,0
4697,1
4698,0
4699,0
4700,1
4701,1
4702,0
4703,0
4704,0
4705,1
4706,1
4707,0
4708,0
4709,0
4710,1
4711,0
4712,0
4713,0
4714,0
4715,1
4716,1
4717,0
4718,0
4719,1
4720,0
4721,0
4722,0
4723,0
4724,0
4725,0
4726,0
4727,0
4728,0
4729,0
4730,0
4731,1
4732,1
4733,0
4734,1
4735,0
4736,1
4737,0
4738,0
4739,0
4740,0
4741,0
4742,0
4743,0
4744,0
4745,0
4746,1
4747,0
4748,1
4749,0
4750,0
4751,1
4752,1
4753,0
4754,0
4755,0
4756,0
4757,0
4758,0
4759,0
4760,1
4761,0
4762,0
4763,0
4764,1
4765,0
4766,1
4767,0
4768,0
4769,1
4770,0
4771,0
4772,0
4773,0
4774,0
4775,0
4776,0
4777,0
4778,1
4779,0
4780,1
4781,0
4782,0
4783,0
4784,0
4785,0
4786,0
4787,0
4788,0
4789,0
4790,1
4791,0
4792,0
4793,0
4794,0
4795,1
4796,0
4797,0
4798,0
4799,0
4800,1
4801,0
4802,0
4803,0
4804,0
4805,1
4806,1
4807,0
4808,1
4809,0
4810,1
4811,0
4812,0
4813,0
4814,0
4815,1
4816,0
4817,1
4818,0
4819,0
4820,0
4821,1
4822,1
4823,1
4824,0
4825,0
4826,0
4827,0
4828,0
4829,1
4830,0
4831,0
4832,0
4833,0
4834,0
4835,0
4836,0
4837,0
4838,0
4839,0
4840,0
4841,0
4842,1
4843,0
4844,0
4845,0
4846,0
4847,0
4848,0
4849,0
4850,0
4851,0
4852,0
4853,0
4854,1
4855,0
4856,0
4857,1
4858,0
4859,1
4860,1
4861,1
4862,0
4863,0
4864,0
4865,0
4866,0
4867,0
4868,0
4869,1
4870,0
4871,0
4872,0
4873,0
4874,0
4875,0
4876,1
4877,0
4878,0
4879,0
4880,0
4881,1
4882,1
4883,0
4884,0
4885,0
4886,0
4887,0
4888,0
4889,0
4890,0
4891,1
4892,1
4893,1
4894,0
4895,0
4896,0
4897,1
4898,0
4899,0
4900,0
4901,0
4902,0
4903,0
4904,0
4905,1
4906,0
4907,0
4908,0
4909,0
4910,0
4911,1
4912,0
4913,1
4914,0
4915,1
4916,0
4917,0
4918,0
4919,1
4920,0
4921,0
4922,0
4923,0
4924,0
4925,0
4926,0
4927,1
4928,0
4929,0
4930,0
4931,0
4932,0
4933,1
4934,0
4935,0
4936,0
4937,1
4938,0
4939,0
4940,1
4941,0
4942,0
4943,0
4944,1
4945,1
4946,1
4947,0
4948,0
4949,0
4950,1
4951,0
4952,0
4953,0
4954,0
4955,0
4956,1
4957,0
4958,1
4959,1
4960,1
4961,1
4962,1
4963,0
4964,0
4965,1
4966,1
4967,0
4968,0
4969,1
4970,1
4971,0
4972,1
4973,0
4974,0
4975,0
4976,0
4977,0
4978,0
4979,0
4980,1
4981,1
4982,1
4983,1
4984,1
4985,1
4986,1
4987,0
4988,0
4989,0
4990,0
4991,0
4992,1
4993,0
4994,1
4995,0
4996,0
4997,0
4998,0
4999,0
5000,0
5001,0
5002,1
5003,0
5004,0
5005,0
5006,0
5007,1
5008,1
5009,0
5010,0
5011,0
5012,0
5013,0
5014,1
5015,1
5016,0
5017,0
5018,0
5019,1
5020,0
5021,1
5022,1
5023,0
5024,0
5025,0
5026,0
5027,1
5028,0
5029,1
5030,0
5031,0
5032,0
5033,1
5034,0
5035,1
5036,0
5037,0
5038,0
5039,0
5040,0
5041,1
5042,1
5043,1
5044,1
5045,0
5046,0
5047,0
5048,0
5049,0
5050,1
5051,0
5052,0
5053,0
5054,1
5055,0
5056,0
5057,0
5058,0
5059,0
5060,0
5061,1
5062,0
5063,0
5064,0
5065,0
5066,0
5067,1
5068,0
5069,0
5070,1
5071,1
5072,1
5073,1
5074,0
5075,1
5076,1
5077,1
5078,0
5079,0
5080,0
5081,0
5082,0
5083,0
5084,1
5085,0
5086,0
5087,0
5088,0
5089,0
5090,1
5091,1
5092,1
5093,0
5094,1
5095,1
5096,0
5097,0
5098,1
5099,1
5100,0
5101,0
5102,1
5103,0
5104,1
5105,0
5106,0
5107,0
5108,0
5109,1
5110,0
5111,0
5112,1
5113,0
5114,0
5115,1
5116,0
5117,0
5118,0
5119,0
5120,0
5121,0
5122,0
5123,1
5124,0
5125,0
5126,0
5127,0
5128,1
5129,0
5130,0
5131,0
5132,0
5133,1
5134,1
5135,0
5136,0
5137,1
5138,0
5139,0
5140,0
5141,1
5142,0
5143,0
5144,1
5145,1
5146,0
5147,1
5148,0
5149,0
5150,0
5151,0
5152,1
5153,1
5154,1
5155,0
5156,0
5157,0
5158,0
5159,1
5160,0
5161,0
5162,1
5163,0
5164,1
5165,0
5166,0
5167,1
5168,0
5169,0
5170,0
5171,0
5172,0
5173,0
5174,0
5175,0
5176,1
5177,0
5178,0
5179,0
5180,0
5181,0
5182,0
5183,1
5184,0
5185,0
5186,0
5187,1
5188,0
5189,0
5190,0
5191,1
5192,0
5193,0
5194,0
5195,0
5196,0
5197,0
5198,1
5199,0
5200,1
5201,0
5202,0
5203,1
5204,0
5205,0
5206,0
5207,0
5208,1
5209,0
5210,0
5211,0
5212,0
5213,0
5214,0
5215,1
5216,0
5217,0
5218,1
5219,0
5220,1
5221,0
5222,0
5223,1
5224,0
5225,0
5226,1
5227,1
5228,1
5229,1
5230,0
5231,0
5232,1
5233,0
5234,1
5235,1
5236,0
5237,0
5238,0
5239,0
5240,1
5241,0
5242,1
5243,0
5244,1
5245,0
5246,0
5247,1
5248,1
5249,0
5250,0
5251,0
5252,1
5253,1
5254,0
5255,1
5256,0
5257,0
5258,0
5259,0
5260,0
5261,1
5262,1
5263,1
5264,0
5265,0
5266,0
5267,1
5268,0
5269,0
5270,0
5271,0
5272,0
5273,0
5274,1
5275,0
5276,0
5277,0
5278,0
5279,0
5280,0
5281,0
5282,1
5283,0
5284,1
5285,1
5286,1
5287,0
5288,0
5289,1
5290,1
5291,1
5292,0
5293,1
5294,0
5295,0
5296,0
5297,0
5298,1
5299,0
5300,1
5301,1
5302,1
5303,0
5304,0
5305,1
5306,1
5307,1
5308,0
5309,0
5310,1
5311,0
5312,0
5313,1
5314,1
5315,0
5316,0
5317,1
5318,0
5319,0
5320,0
5321,0
5322,0
5323,0
5324,1
5325,0
5326,0
5327,1
5328,0
5329,0
5330,0
5331,0
5332,0
5333,1
5334,0
5335,0
5336,1
5337,0
5338,1
5339,1
5340,0
5341,1
5342,0
5343,0
5344,1
5345,1
5346,0
5347,0
5348,1
5349,0
5350,0
5351,0
5352,0
5353,1
5354,0
5355,0
5356,1
5357,0
5358,0
5359,0
5360,0
5361,0
5362,0
5363,0
5364,0
5365,0
5366,0
5367,1
5368,0
5369,0
5370,0
5371,0
5372,0
5373,0
5374,0
5375,0
5376,0
5377,1
5378,0
5379,0
5380,0
5381,1
5382,0
5383,1
5384,0
5385,0
5386,0
5387,1
5388,1
5389,1
5390,1
5391,1
5392,0
5393,1
5394,0
5395,0
5396,0
5397,0
5398,1
5399,0
5400,1
5401,0
5402,1
5403,1
5404,0
5405,0
5406,0
5407,0
5408,0
5409,0
5410,0
5411,0
5412,0
5413,0
5414,0
5415,0
5416,0
5417,0
5418,0
5419,1
5420,0
5421,1
5422,1
5423,0
5424,1
5425,0
5426,0
5427,0
5428,1
5429,1
5430,1
5431,1
5432,0
5433,1
5434,1
5435,0
5436,0
5437,0
5438,0
5439,0
5440,0
5441,0
5442,1
5443,0
5444,0
5445,0
5446,1
5447,0
5448,1
5449,1
5450,0
5451,0
5452,1
5453,1
5454,1
5455,1
5456,0
5457,0
5458,0
5459,0
5460,1
5461,0
5462,0
5463,1
5464,0
5465,0
5466,1
5467,1
5468,0
5469,0
5470,0
5471,0
5472,0
5473,0
5474,1
5475,1
5476,1
5477,0
5478,0
5479,0
5480,0
5481,0
5482,0
5483,0
5484,1
5485,0
5486,0
5487,0
5488,0
5489,0
5490,1
5491,0
5492,0
5493,0
5494,1
5495,0
5496,1
5497,0
5498,0
5499,0
5500,0
5501,1
5502,0
5503,1
5504,1
5505,1
5506,1
5507,0
5508,0
5509,1
5510,0
5511,1
5512,1
5513,0
5514,0
5515,1
5516,0
5517,1
5518,1
5519,1
5520,1
5521,1
5522,0
5523,1
5524,1
5525,0
5526,0
5527,0
5528,1
5529,1
5530,1
5531,1
5532,1
5533,0
5534,1
5535,0
5536,0
5537,0
5538,0
5539,0
5540,0
5541,0
5542,0
5543,0
5544,0
5545,0
5546,0
5547,0
5548,1
5549,0
5550,0
5551,1
5552,0
5553,0
5554,0
5555,0
5556,0
5557,1
5558,0
5559,0
5560,0
5561,0
5562,1
5563,0
5564,0
5565,0
5566,1
5567,0
5568,0
5569,0
5570,0
5571,1
5572,0
5573,1
5574,0
5575,0
5576,1
5577,0
5578,0
5579,1
5580,1
5581,0
5582,0
5583,1
5584,0
5585,1
5586,0
5587,0
5588,0
5589,0
5590,0
5591,0
5592,0
5593,0
5594,0
5595,0
5596,0
5597,0
5598,1
5599,0
5600,0
5601,0
5602,0
5603,1
5604,1
5605,1
5606,1
5607,1
5608,0
5609,0
5610,0
5611,1
5612,1
5613,0
5614,0
5615,0
5616,1
5617,1
5618,1
5619,1
5620,1
5621,0
5622,0
5623,1
5624,0
5625,0
5626,0
5627,1
5628,1
5629,1
5630,1
5631,0
5632,1
5633,1
5634,1
5635,0
5636,0
5637,1
5638,0
5639,0
5640,0
5641,0
5642,1
5643,1
5644,0
5645,0
5646,0
5647,1
5648,0
5649,0
5650,0
5651,1
5652,0
5653,1
5654,0
5655,0
5656,0
5657,1
5658,0
5659,0
5660,0
5661,0
5662,0
5663,0
5664,0
5665,1
5666,0
5667,0
5668,0
5669,0
5670,0
5671,0
5672,0
5673,0
5674,0
5675,1
5676,0
5677,1
5678,1
5679,0
5680,1
5681,1
5682,0
5683,0
5684,0
5685,0
5686,0
5687,0
5688,0
5689,0
5690,0
5691,0
5692,0
5693,1
5694,0
5695,0
5696,0
5697,0
5698,0
5699,0
5700,0
5701,1
5702,0
5703,0
5704,0
5705,0
5706,0
5707,0
5708,0
5709,0
5710,0
5711,0
5712,0
5713,0
5714,1
5715,1
5716,0
5717,1
5718,0
5719,0
5720,0
5721,0
5722,0
5723,1
5724,0
5725,0
5726,0
5727,0
5728,1
5729,0
5730,0
5731,1
5732,0
5733,0
5734,0
5735,0
5736,1
5737,0
5738,0
5739,1
5740,0
5741,0
5742,0
5743,1
5744,0
5745,0
5746,1
5747,1
5748,1
5749,0
5750,0
5751,1
5752,0
5753,1
5754,0
5755,0
5756,1
5757,0
5758,0
5759,1
5760,1
5761,0
5762,1
5763,0
5764,1
5765,1
5766,1
5767,0
5768,0
5769,0
5770,0
5771,1
5772,0
5773,0
5774,0
5775,0
5776,1
5777,0
5778,0
5779,1
5780,0
5781,0
5782,1
5783,0
5784,0
5785,0
5786,0
5787,0
5788,0
5789,0
5790,0
5791,0
5792,0
5793,0
5794,1
